Round,PlayerId,Position:Y,Position:X,Speed,State,Boosting,Boost-Counter,Damage,#Boosts,#Oil,#Lizards,LastCyberTruck:Y,LastCyberTruck:X,#Tweets,#EMPs,Score
25,1,1,131,6,ACCELERATING,false,0,3,0,0,0,,,0,1,9
26,1,1,137,6,USED_EMP,false,0,3,0,1,0,,,0,0,17
27,1,1,143,6,ACCELERATING,false,0,3,0,1,0,,,0,0,17
28,1,1,149,6,ACCELERATING,false,0,3,0,1,0,,,1,0,21
29,1,1,155,6,USED_TWEET,false,0,3,0,1,0,1,249,0,0,25
30,1,1,161,6,ACCELERATING,false,0,3,1,1,0,1,249,0,0,29
31,1,1,167,6,ACCELERATING,false,0,3,1,1,0,1,249,0,1,33
32,1,1,173,6,USED_EMP,false,0,3,1,1,0,1,249,0,0,37
33,1,1,179,6,ACCELERATING,false,0,3,1,1,0,1,249,0,0,37
34,1,1,185,6,ACCELERATING,false,0,3,1,2,0,1,249,0,0,41
35,1,1,191,6,ACCELERATING,false,0,3,1,2,0,1,249,0,1,45
36,1,1,197,6,USED_EMP,false,0,3,1,2,0,1,249,0,0,49
37,1,1,203,6,ACCELERATING,false,0,3,1,2,0,1,249,0,0,49
38,1,1,209,6,ACCELERATING,false,0,3,1,2,0,1,249,0,0,49
39,1,1,215,3,HIT_MUD,false,0,4,1,2,0,1,249,0,0,46
40,1,1,215,3,FIXED_CAR,false,0,2,1,2,0,1,249,0,0,46
41,1,1,221,6,ACCELERATING,false,0,2,1,2,0,1,249,0,0,46
42,1,1,229,8,ACCELERATING,false,0,2,1,2,0,1,249,1,0,50
43,1,1,237,8,USED_TWEET,false,0,2,1,2,0,2,363,0,0,54
44,1,1,245,8,ACCELERATING,false,0,2,2,2,0,2,363,0,0,58
45,1,1,253,8,ACCELERATING,false,0,2,2,2,0,2,363,0,1,62
46,1,2,260,8,TURNING_RIGHT,false,0,2,3,2,0,2,363,0,1,66
47,1,3,267,8,TURNING_RIGHT,false,0,2,3,2,0,2,363,0,1,66
48,1,4,274,6,HIT_MUD,false,0,3,3,2,1,2,363,0,1,67
49,1,4,280,6,USED_EMP,false,0,3,3,3,1,2,363,0,0,75
50,1,4,286,6,USED_LIZARD,false,0,3,3,3,0,2,363,0,0,75
51,1,4,292,6,ACCELERATING,false,0,3,3,3,0,2,363,0,0,75
52,1,4,298,6,ACCELERATING,false,0,3,3,3,0,2,363,0,0,75
53,1,4,304,3,HIT_MUD,false,0,4,3,3,0,2,363,0,0,72
54,1,4,304,3,FIXED_CAR,false,0,2,3,3,0,2,363,0,0,72
55,1,4,310,3,HIT_WALL,false,0,4,3,3,0,2,363,0,0,67
56,1,4,310,3,FIXED_CAR,false,0,2,3,3,0,2,363,0,0,67
57,1,3,312,3,HIT_MUD,false,0,3,3,3,0,2,363,0,0,64
58,1,3,318,6,ACCELERATING,false,0,3,3,4,0,2,363,0,0,68
59,1,2,323,6,TURNING_LEFT,false,0,3,3,4,0,2,363,0,0,68
60,1,2,329,6,ACCELERATING,false,0,3,3,4,0,2,363,0,0,68
61,1,2,335,6,ACCELERATING,false,0,3,4,4,0,2,363,0,0,72
62,1,2,341,6,ACCELERATING,false,0,3,4,4,0,2,363,0,0,72
63,1,3,346,6,TURNING_RIGHT,false,0,3,4,4,0,2,363,0,0,72
64,1,3,352,6,ACCELERATING,false,0,3,4,4,0,2,363,0,0,72
65,1,2,357,6,TURNING_LEFT,false,0,3,4,4,0,2,363,0,0,72
66,1,2,362,0,HIT_CYBER_TRUCK,false,0,5,4,4,0,2,363,0,0,65
67,1,2,362,0,FIXED_CAR,false,0,3,4,4,0,2,363,0,0,65
68,1,2,365,3,ACCELERATING,false,0,3,4,4,0,2,363,0,0,65
69,1,2,371,6,ACCELERATING,false,0,3,4,4,0,2,363,0,0,65
70,1,2,377,3,HIT_MUD,false,0,4,4,4,0,2,363,0,0,62
71,1,2,377,3,FIXED_CAR,false,0,2,4,4,0,2,363,0,0,62
72,1,3,379,3,TURNING_RIGHT,false,0,2,4,4,0,2,363,0,0,62
73,1,3,385,6,ACCELERATING,false,0,2,4,4,0,2,363,0,0,62
74,1,3,393,8,ACCELERATING,false,0,2,4,4,0,2,363,0,0,62
75,1,3,401,8,ACCELERATING,false,0,2,4,4,0,2,363,0,0,62
76,1,4,408,8,TURNING_RIGHT,false,0,2,4,4,1,2,363,0,0,66
77,1,4,416,8,ACCELERATING,false,0,2,4,4,1,2,363,0,0,66
78,1,4,424,8,ACCELERATING,false,0,2,4,4,1,2,363,0,0,66
79,1,4,432,8,ACCELERATING,false,0,2,4,4,1,2,363,0,0,66
80,1,4,440,6,HIT_MUD,false,0,3,4,4,0,2,363,0,0,63
81,1,4,446,0,HIT_MUD,false,0,5,4,4,0,2,363,0,1,61
82,1,4,446,0,FIXED_CAR,false,0,3,4,4,0,2,363,0,1,61
83,1,4,446,0,NOTHING,false,0,3,4,4,0,2,363,0,1,61
84,1,4,446,0,NOTHING,false,0,3,4,4,0,2,363,0,1,61
85,1,4,446,0,NOTHING,false,0,3,4,4,0,2,363,0,1,61
86,1,4,446,0,NOTHING,false,0,3,4,4,0,2,363,0,1,61
87,1,4,446,0,NOTHING,false,0,3,4,4,0,2,363,0,1,61
88,1,4,446,0,NOTHING,false,0,3,4,4,0,2,363,0,1,61
89,1,4,446,0,NOTHING,false,0,3,4,4,0,2,363,0,1,61
90,1,4,446,0,NOTHING,false,0,3,4,4,0,2,363,0,1,61
91,1,4,446,0,NOTHING,false,0,3,4,4,0,2,363,0,1,61
92,1,4,446,0,NOTHING,false,0,3,4,4,0,2,363,0,1,61
93,1,4,446,0,NOTHING,false,0,3,4,4,0,2,363,0,1,61
94,1,4,446,0,NOTHING,false,0,3,4,4,0,2,363,0,1,61
95,1,4,446,0,NOTHING,false,0,3,4,4,0,2,363,0,1,61
96,1,4,446,0,NOTHING,false,0,3,4,4,0,2,363,0,1,61
97,1,4,446,0,NOTHING,false,0,3,4,4,0,2,363,0,1,61
98,1,4,446,0,NOTHING,false,0,3,4,4,0,2,363,0,1,61
99,1,4,446,0,NOTHING,false,0,3,4,4,0,2,363,0,1,61
100,1,4,446,0,NOTHING,false,0,3,4,4,0,2,363,0,1,61
101,1,4,446,0,NOTHING,false,0,3,4,4,0,2,363,0,1,61
102,1,4,446,0,NOTHING,false,0,3,4,4,0,2,363,0,1,61
103,1,4,446,0,NOTHING,false,0,3,4,4,0,2,363,0,1,61
104,1,4,446,0,NOTHING,false,0,3,4,4,0,2,363,0,1,61
105,1,4,446,0,NOTHING,false,0,3,4,4,0,2,363,0,1,61
106,1,4,446,0,NOTHING,false,0,3,4,4,0,2,363,0,1,61
107,1,4,446,0,NOTHING,false,0,3,4,4,0,2,363,0,1,61
108,1,4,446,0,NOTHING,false,0,3,4,4,0,2,363,0,1,61
109,1,4,446,0,NOTHING,false,0,3,4,4,0,2,363,0,1,61
110,1,4,446,0,NOTHING,false,0,3,4,4,0,2,363,0,1,61
111,1,4,446,0,NOTHING,false,0,3,4,4,0,2,363,0,1,61
112,1,4,446,0,NOTHING,false,0,3,4,4,0,2,363,0,1,61
113,1,4,446,0,NOTHING,false,0,3,4,4,0,2,363,0,1,61
114,1,4,446,0,NOTHING,false,0,3,4,4,0,2,363,0,1,61
115,1,4,446,0,NOTHING,false,0,3,4,4,0,2,363,0,1,61
116,1,4,446,0,NOTHING,false,0,3,4,4,0,2,363,0,1,61
117,1,4,446,0,NOTHING,false,0,3,4,4,0,2,363,0,1,61
118,1,4,446,0,NOTHING,false,0,3,4,4,0,2,363,0,1,61
119,1,4,446,0,NOTHING,false,0,3,4,4,0,2,363,0,1,61
120,1,4,446,0,NOTHING,false,0,3,4,4,0,2,363,0,1,61
121,1,4,446,0,NOTHING,false,0,3,4,4,0,2,363,0,1,61
122,1,4,446,0,NOTHING,false,0,3,4,4,0,2,363,0,1,61
123,1,4,446,0,NOTHING,false,0,3,4,4,0,2,363,0,1,61
124,1,4,446,0,NOTHING,false,0,3,4,4,0,2,363,0,1,61
125,1,4,446,0,NOTHING,false,0,3,4,4,0,2,363,0,1,61
126,1,4,446,0,NOTHING,false,0,3,4,4,0,2,363,0,1,61
127,1,4,446,0,NOTHING,false,0,3,4,4,0,2,363,0,1,61
128,1,4,446,0,NOTHING,false,0,3,4,4,0,2,363,0,1,61
129,1,4,446,0,NOTHING,false,0,3,4,4,0,2,363,0,1,61
130,1,4,446,0,NOTHING,false,0,3,4,4,0,2,363,0,1,61
131,1,4,446,0,NOTHING,false,0,3,4,4,0,2,363,0,1,61
132,1,4,446,0,NOTHING,false,0,3,4,4,0,2,363,0,1,61
133,1,4,446,0,NOTHING,false,0,3,4,4,0,2,363,0,1,61
134,1,4,446,0,NOTHING,false,0,3,4,4,0,2,363,0,1,61
135,1,4,446,0,NOTHING,false,0,3,4,4,0,2,363,0,1,61
136,1,4,446,0,NOTHING,false,0,3,4,4,0,2,363,0,1,61
137,1,4,446,0,NOTHING,false,0,3,4,4,0,2,363,0,1,61
138,1,4,446,0,NOTHING,false,0,3,4,4,0,2,363,0,1,61
139,1,4,446,0,NOTHING,false,0,3,4,4,0,2,363,0,1,61
140,1,4,446,0,NOTHING,false,0,3,4,4,0,2,363,0,1,61
141,1,4,446,0,NOTHING,false,0,3,4,4,0,2,363,0,1,61
142,1,4,446,0,NOTHING,false,0,3,4,4,0,2,363,0,1,61
143,1,4,446,0,NOTHING,false,0,3,4,4,0,2,363,0,1,61
144,1,4,446,0,NOTHING,false,0,3,4,4,0,2,363,0,1,61
145,1,4,446,0,NOTHING,false,0,3,4,4,0,2,363,0,1,61
146,1,4,446,0,NOTHING,false,0,3,4,4,0,2,363,0,1,61
147,1,4,446,0,NOTHING,false,0,3,4,4,0,2,363,0,1,61
148,1,4,446,0,NOTHING,false,0,3,4,4,0,2,363,0,1,61
149,1,4,446,0,NOTHING,false,0,3,4,4,0,2,363,0,1,61
150,1,4,446,0,NOTHING,false,0,3,4,4,0,2,363,0,1,61
151,1,4,446,0,NOTHING,false,0,3,4,4,0,2,363,0,1,61
152,1,4,446,0,NOTHING,false,0,3,4,4,0,2,363,0,1,61
153,1,4,446,0,NOTHING,false,0,3,4,4,0,2,363,0,1,61
154,1,4,446,0,NOTHING,false,0,3,4,4,0,2,363,0,1,61
155,1,4,446,0,NOTHING,false,0,3,4,4,0,2,363,0,1,61
156,1,4,446,0,NOTHING,false,0,3,4,4,0,2,363,0,1,61
157,1,4,446,0,NOTHING,false,0,3,4,4,0,2,363,0,1,61
158,1,4,446,0,NOTHING,false,0,3,4,4,0,2,363,0,1,61
159,1,4,446,0,NOTHING,false,0,3,4,4,0,2,363,0,1,61
160,1,4,446,0,NOTHING,false,0,3,4,4,0,2,363,0,1,61
161,1,4,446,0,NOTHING,false,0,3,4,4,0,2,363,0,1,61
162,1,4,446,0,NOTHING,false,0,3,4,4,0,2,363,0,1,61
163,1,4,446,0,NOTHING,false,0,3,4,4,0,2,363,0,1,61
